City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2020-06-01,41.05,80.47,5.87,22.99,17.6,35.0,0.96,14.02,50.57,1.94,16.96,0.38,100.0,Satisfactory
Delhi,2020-06-02,45.9,98.32,7.25,24.78,19.94,35.78,0.92,12.71,50.06,1.75,21.26,0.68,123.0,Moderate
Delhi,2020-06-03,50.62,114.01,7.07,28.02,21.64,36.05,0.9,15.91,52.16,1.93,20.14,0.85,123.0,Moderate
Delhi,2020-06-04,68.24,143.79,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,2.28,144.0,Moderate
Delhi,2020-06-05,42.43,87.05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2.0,18.02,2.01,126.0,Moderate
Delhi,2020-06-06,35.14,80.49,5.85,21.25,16.37,31.81,0.82,10.69,51.46,1.6,11.45,0.38,102.0,Moderate
Delhi,2020-06-07,39.99,91.17,6.5,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23,0.8,104.0,Moderate
Delhi,2020-06-08,46.9,103.27,7.94,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22,0.47,112.0,Moderate
Delhi,2020-06-09,64.77,148.67,11.04,32.01,28.36,33.83,1.01,15.06,49.14,2.23,27.6,1.0,138.0,Moderate
Delhi,2020-06-10,58.9,156.29,16.38,34.31,35.09,33.27,1.03,14.12,40.8,2.17,24.61,1.52,154.0,Moderate
Delhi,2020-06-11,54.69,134.36,12.37,30.94,30.0,36.54,0.91,12.74,40.63,1.84,22.43,0.97,142.0,Moderate
Delhi,2020-06-12,64.0,152.7,12.41,30.05,29.74,38.64,1.06,12.9,43.37,2.16,19.86,0.67,152.0,Moderate
Delhi,2020-06-13,52.36,129.33,8.9,25.46,22.93,36.62,0.95,10.59,34.95,2.09,17.4,0.53,132.0,Moderate
Delhi,2020-06-14,71.08,150.28,8.19,26.01,22.01,40.0,1.04,13.57,38.86,2.42,23.32,1.71,147.0,Moderate
Delhi,2020-06-15,48.69,120.23,7.8,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58,0.73,130.0,Moderate
Delhi,2020-06-16,39.87,107.99,7.35,24.58,19.98,32.62,0.88,12.08,51.4,1.99,19.29,0.51,126.0,Moderate
Delhi,2020-06-17,34.35,92.58,5.47,16.94,14.73,29.4,0.78,10.84,48.72,1.55,14.6,0.19,110.0,Moderate
Delhi,2020-06-18,36.84,100.62,6.02,18.32,15.69,28.68,0.82,12.19,47.98,1.5,12.01,0.22,107.0,Moderate
Delhi,2020-06-19,57.6,205.56,6.58,17.78,15.57,27.96,0.86,11.98,40.95,1.69,14.04,0.27,132.0,Moderate
Delhi,2020-06-20,35.96,108.73,6.53,20.37,17.92,26.38,0.8,10.98,36.24,1.42,14.47,0.2,158.0,Moderate
Delhi,2020-06-21,39.7,95.63,7.21,23.7,19.89,28.84,0.85,11.71,33.92,1.51,17.57,0.63,105.0,Moderate
Delhi,2020-06-22,39.47,77.48,5.67,20.61,17.46,34.32,0.91,11.08,42.76,1.54,18.47,0.37,104.0,Moderate
Delhi,2020-06-23,29.02,64.12,6.22,16.39,15.33,33.32,0.88,11.09,28.64,1.25,12.99,0.33,85.0,Satisfactory
Delhi,2020-06-24,30.91,62.61,6.63,16.84,15.72,31.45,0.89,11.02,24.77,1.28,12.13,0.27,71.0,Satisfactory
Delhi,2020-06-25,38.37,77.76,9.33,21.41,21.17,30.48,1.02,11.28,25.92,1.59,19.18,0.49,86.0,Satisfactory
Delhi,2020-06-26,50.01,112.08,9.67,22.06,21.75,32.64,1.01,11.66,24.82,2.07,23.31,0.7,104.0,Moderate
Delhi,2020-06-27,39.8,155.94,10.88,21.46,22.47,31.43,0.87,10.38,18.88,1.69,19.99,0.43,112.0,Moderate
Delhi,2020-06-28,59.52,308.65,12.67,21.6,23.86,29.27,0.94,10.7,18.05,1.71,25.13,1.74,196.0,Moderate
Delhi,2020-06-29,44.86,184.12,10.5,21.57,21.94,27.97,0.88,11.58,26.61,2.13,23.8,1.13,233.0,Poor
Delhi,2020-06-30,39.8,91.98,5.99,17.96,15.44,28.48,0.84,10.51,37.29,1.57,16.37,0.49,114.0,Moderate
Hyderabad,2018-01-01,57.7,119.64,10.55,54.46,36.98,25.09,0.99,11.25,38.93,4.26,21.07,3.74,122.0,Moderate
Hyderabad,2018-01-02,68.55,135.87,5.81,51.51,31.23,22.84,0.92,9.44,51.26,3.16,16.68,3.19,126.0,Moderate
Hyderabad,2018-01-03,77.77,149.51,5.35,46.8,28.9,23.34,0.83,10.52,56.84,3.32,16.7,5.07,163.0,Moderate
Hyderabad,2018-01-04,79.18,164.76,10.82,60.89,40.67,25.77,1.0,17.34,58.03,4.01,26.54,7.64,174.0,Moderate
Hyderabad,2018-01-05,76.33,160.28,12.4,63.88,41.36,23.67,1.05,15.67,52.74,3.5,20.49,6.1,164.0,Moderate
Hyderabad,2018-01-06,73.15,150.95,9.24,63.11,40.73,23.17,1.1,12.81,47.04,4.6,25.95,8.02,158.0,Moderate
Hyderabad,2018-01-07,72.41,144.54,8.91,55.39,36.43,22.16,1.03,11.62,50.17,3.28,21.34,4.23,146.0,Moderate
Hyderabad,2018-01-08,72.66,141.46,7.08,51.85,33.01,19.8,0.98,9.28,52.61,2.43,12.46,2.89,146.0,Moderate
Hyderabad,2018-01-09,77.65,160.44,6.41,53.96,33.53,22.57,0.95,10.51,57.35,2.65,11.99,2.85,160.0,Moderate
Hyderabad,2018-01-10,74.08,158.74,7.01,53.36,33.57,22.15,1.03,12.71,56.34,2.98,13.68,2.89,165.0,Moderate
Hyderabad,2018-01-11,76.19,162.88,7.06,59.3,36.87,24.42,1.04,17.13,55.98,4.21,22.96,6.5,160.0,Moderate
Hyderabad,2018-01-12,74.76,159.96,10.88,64.97,43.0,25.98,1.09,17.29,52.03,4.04,27.68,6.66,155.0,Moderate
Hyderabad,2018-01-13,70.48,157.0,12.85,59.98,41.95,22.44,1.19,20.89,49.6,4.4,28.97,4.92,150.0,Moderate
Hyderabad,2018-01-14,72.38,141.02,14.16,54.79,40.04,23.14,1.16,13.76,48.64,3.82,24.52,5.41,140.0,Moderate
Hyderabad,2018-01-15,70.98,115.26,3.98,37.89,23.11,23.39,0.83,7.43,50.02,2.18,9.33,2.17,143.0,Moderate
Hyderabad,2018-01-16,65.1,126.51,5.75,39.7,25.41,24.56,0.92,9.12,43.58,3.74,26.83,11.61,132.0,Moderate
Hyderabad,2018-01-17,64.2,128.06,6.13,45.06,28.58,22.08,0.87,10.5,45.85,2.99,18.36,4.24,125.0,Moderate
Hyderabad,2018-01-18,65.86,141.85,11.21,55.84,38.39,25.42,0.99,13.02,37.53,3.98,30.44,8.02,129.0,Moderate
Hyderabad,2018-01-19,61.1,139.54,10.99,56.03,38.21,22.32,0.9,17.29,38.71,3.88,33.75,6.24,129.0,Moderate
Hyderabad,2018-01-20,64.18,143.85,12.5,60.93,42.06,27.24,1.0,23.32,45.46,6.07,37.82,10.57,131.0,Moderate
Hyderabad,2018-01-21,68.52,140.77,9.93,56.67,37.92,25.79,0.95,13.76,44.16,3.53,27.78,5.37,133.0,Moderate
Hyderabad,2018-01-22,72.01,142.1,5.81,50.74,31.43,25.72,0.89,9.28,52.29,2.84,16.9,4.31,142.0,Moderate
Hyderabad,2018-01-23,60.4,117.57,4.36,46.04,27.83,19.96,0.71,6.93,47.74,2.48,12.28,4.47,125.0,Moderate
Hyderabad,2018-01-24,67.07,131.41,4.69,42.71,26.3,24.15,0.71,9.52,45.11,2.46,12.56,4.5,121.0,Moderate
Hyderabad,2018-01-25,68.8,155.17,12.11,54.52,38.56,23.83,0.89,16.47,45.4,4.31,32.98,6.98,139.0,Moderate
Hyderabad,2018-01-26,66.84,155.11,9.3,56.49,37.18,24.19,0.91,19.6,52.7,5.18,33.63,8.14,146.0,Moderate
Hyderabad,2018-01-27,69.43,156.79,7.53,55.38,34.93,26.28,1.45,13.62,52.9,4.7,27.88,7.51,167.0,Moderate
Hyderabad,2018-01-28,68.84,145.17,6.26,49.3,30.72,25.13,0.85,9.02,48.76,3.22,18.63,5.89,138.0,Moderate
Hyderabad,2018-01-29,67.69,149.79,5.49,46.08,28.63,23.34,0.84,8.69,50.19,2.79,17.05,3.9,140.0,Moderate
Hyderabad,2018-01-30,59.46,152.71,7.61,51.91,33.46,20.35,0.68,16.9,51.92,4.12,29.14,5.56,137.0,Moderate
Hyderabad,2018-01-31,53.45,141.76,14.36,59.99,44.33,20.39,1.0,20.33,40.67,5.96,41.6,10.09,130.0,Moderate
Hyderabad,2018-02-01,50.88,129.95,33.83,67.8,63.29,24.5,1.1,22.37,36.26,4.76,37.74,6.12,129.0,Moderate
Hyderabad,2018-02-02,47.46,120.39,21.51,68.01,53.44,21.65,0.99,16.85,36.32,5.81,41.64,9.58,125.0,Moderate
Hyderabad,2018-02-03,43.48,115.8,6.47,53.31,33.42,20.36,0.8,9.51,50.3,4.06,32.65,8.68,114.0,Moderate
Hyderabad,2018-02-04,39.14,105.44,4.91,41.49,25.66,22.91,0.73,9.46,54.21,2.54,19.19,4.52,104.0,Moderate
Hyderabad,2018-02-05,41.79,112.02,6.03,43.96,29.17,25.26,0.73,8.16,56.47,1.46,5.67,1.65,111.0,Moderate
Hyderabad,2018-02-06,48.86,124.69,13.91,58.09,40.94,23.0,0.86,9.68,36.51,4.55,43.34,4.35,111.0,Moderate
Hyderabad,2018-02-07,56.76,135.34,22.03,72.8,56.56,24.6,0.99,13.6,39.53,6.4,35.02,7.84,125.0,Moderate
Hyderabad,2018-02-08,46.18,105.04,14.55,59.37,42.94,28.79,0.84,13.52,34.55,2.62,16.53,3.39,114.0,Moderate
Hyderabad,2018-02-09,50.05,116.97,14.25,55.81,38.89,35.08,0.87,13.92,35.92,2.56,17.15,3.35,108.0,Moderate
Hyderabad,2018-02-10,52.28,119.66,7.15,53.5,32.19,37.24,0.82,13.07,29.39,2.59,16.88,3.04,113.0,Moderate
Hyderabad,2018-02-11,50.55,88.76,3.74,28.9,17.89,27.82,0.6,8.55,34.88,1.07,4.53,1.49,100.0,Satisfactory
Hyderabad,2018-02-12,54.34,87.6,3.15,20.55,12.99,27.37,0.61,6.61,38.74,0.76,3.46,0.86,102.0,Moderate
Hyderabad,2018-02-13,46.38,85.63,2.89,31.98,16.16,54.44,0.61,6.53,44.34,0.98,4.74,1.1,94.0,Satisfactory
Hyderabad,2018-02-14,50.52,100.95,4.19,44.77,22.99,35.31,0.76,8.3,46.28,1.98,9.6,2.19,100.0,Satisfactory
Hyderabad,2018-02-15,52.88,118.54,6.74,48.93,29.9,23.72,0.84,12.88,46.88,2.27,13.04,2.42,113.0,Moderate
Hyderabad,2018-02-16,51.84,116.94,8.45,51.24,33.77,20.48,0.81,17.02,41.68,2.14,16.62,2.48,110.0,Moderate
Hyderabad,2018-02-17,49.86,121.32,10.09,60.23,39.91,20.36,0.92,20.36,39.46,3.07,22.59,2.83,108.0,Moderate
Hyderabad,2018-02-18,55.87,126.08,10.42,58.63,39.49,21.29,1.02,10.27,47.42,2.55,18.56,4.02,116.0,Moderate
Hyderabad,2018-02-19,46.22,112.55,4.17,44.16,26.69,20.45,0.77,7.39,53.02,1.28,6.61,1.72,111.0,Moderate
Hyderabad,2018-02-20,47.64,101.62,4.48,41.75,25.68,20.08,0.74,6.36,50.85,1.18,10.52,1.86,103.0,Moderate
Hyderabad,2018-02-21,54.76,118.2,5.07,46.91,28.9,20.29,0.85,7.37,47.88,1.75,14.68,2.73,107.0,Moderate
Hyderabad,2018-02-22,57.85,131.06,4.83,49.21,29.91,18.86,0.88,8.69,46.5,1.9,9.21,2.14,114.0,Moderate
Hyderabad,2018-02-23,56.99,125.93,5.72,48.0,30.0,18.56,0.85,8.18,48.94,1.94,10.21,2.22,123.0,Moderate
Hyderabad,2018-02-24,43.57,112.47,4.92,43.62,27.02,17.34,0.7,8.22,45.22,1.25,5.75,1.41,106.0,Moderate
Hyderabad,2018-02-25,43.37,105.66,8.22,51.65,33.9,18.26,0.76,7.54,33.06,1.63,7.65,2.2,104.0,Moderate
Hyderabad,2018-02-26,56.87,119.73,22.13,65.82,52.86,19.58,1.09,9.89,40.48,2.74,16.8,3.72,118.0,Moderate
Hyderabad,2018-02-27,57.66,123.59,20.92,67.65,52.81,19.27,1.16,14.95,40.86,3.05,18.83,3.91,134.0,Moderate
Hyderabad,2018-02-28,62.25,139.53,20.73,70.43,54.05,22.7,1.3,12.91,41.99,4.03,21.23,3.94,129.0,Moderate
Hyderabad,2018-03-01,54.84,127.04,14.31,65.26,46.13,21.27,1.12,11.14,37.91,2.69,19.29,3.4,124.0,Moderate
Hyderabad,2018-03-02,52.72,120.49,10.11,56.01,37.83,21.27,1.06,10.18,43.91,2.04,13.08,2.57,118.0,Moderate
Hyderabad,2018-03-03,51.59,122.0,4.25,45.04,27.24,23.4,0.88,9.79,53.05,1.62,7.39,1.75,119.0,Moderate
Hyderabad,2018-03-04,54.72,116.74,7.81,49.19,32.28,20.81,0.94,9.17,50.33,1.64,9.31,1.92,122.0,Moderate
Hyderabad,2018-03-05,47.44,111.76,4.59,45.37,27.82,20.49,0.89,8.88,48.64,1.61,6.32,1.85,114.0,Moderate
Hyderabad,2018-03-06,47.97,104.93,3.86,38.91,23.52,19.42,0.74,9.83,56.45,1.33,7.29,1.34,106.0,Moderate
Hyderabad,2018-03-07,50.78,101.89,5.37,43.04,26.99,21.37,0.79,7.58,53.66,1.32,6.6,1.67,108.0,Moderate
Hyderabad,2018-03-08,53.81,114.59,6.73,49.93,31.44,22.9,0.92,7.22,45.08,1.72,8.25,1.75,107.0,Moderate
Hyderabad,2018-03-09,57.28,120.43,4.89,52.67,31.79,21.26,0.96,6.03,45.57,1.61,5.98,1.94,118.0,Moderate
Hyderabad,2018-03-10,66.37,133.3,4.83,49.74,30.19,23.5,1.02,7.24,50.9,1.88,7.61,1.72,122.0,Moderate
Hyderabad,2018-03-11,53.02,108.18,2.68,35.56,20.92,19.08,0.79,6.94,57.23,1.05,4.32,1.13,124.0,Moderate
Hyderabad,2018-03-12,38.87,96.19,3.74,40.44,24.38,17.31,0.67,5.14,44.39,1.13,4.61,1.38,95.0,Satisfactory
Hyderabad,2018-03-13,39.69,87.82,4.44,41.84,25.69,18.14,0.71,5.62,42.72,1.24,5.96,1.41,88.0,Satisfactory
Hyderabad,2018-03-14,47.34,101.24,5.1,45.05,27.97,19.71,0.85,7.43,49.57,1.72,8.45,2.25,103.0,Moderate
Hyderabad,2018-03-15,47.88,103.11,3.96,37.4,22.92,19.38,0.77,8.79,48.41,1.04,4.36,1.21,96.0,Satisfactory
Hyderabad,2018-03-16,60.25,134.44,3.98,39.37,23.98,23.84,0.86,14.59,43.99,1.8,11.45,1.92,115.0,Moderate
Hyderabad,2018-03-17,51.0,78.33,3.01,33.36,20.02,22.04,0.76,5.86,47.12,1.06,4.57,1.92,105.0,Moderate
Hyderabad,2018-03-18,41.38,71.63,4.13,32.85,20.64,19.52,0.7,4.84,37.7,0.81,3.11,0.93,80.0,Satisfactory
Hyderabad,2018-03-19,48.07,92.55,4.21,41.03,25.09,17.35,0.83,5.87,48.04,2.48,4.69,1.37,93.0,Satisfactory
Hyderabad,2018-03-20,54.74,102.17,5.57,47.03,29.2,22.3,0.87,7.01,47.14,1.17,5.22,1.57,103.0,Moderate
Hyderabad,2018-03-21,57.87,118.46,3.95,45.49,27.17,20.87,0.89,11.32,45.92,1.53,8.23,1.98,108.0,Moderate
Hyderabad,2018-03-22,57.07,139.34,8.9,52.52,34.8,22.99,0.86,13.35,32.33,2.13,12.21,3.12,126.0,Moderate
Hyderabad,2018-03-23,56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,3.31,18.45,4.81,128.0,Moderate
Hyderabad,2018-03-24,59.91,149.81,12.22,63.27,43.32,25.07,1.05,16.63,39.62,2.93,17.29,4.59,131.0,Moderate
Hyderabad,2018-03-25,71.4,150.7,5.3,49.1,30.11,25.92,0.98,10.47,43.09,2.03,10.45,3.08,135.0,Moderate
Hyderabad,2018-03-26,61.47,126.86,3.49,39.51,23.68,20.6,0.84,7.69,44.76,1.76,6.16,1.94,126.0,Moderate
Hyderabad,2018-03-27,59.53,124.78,3.6,44.63,26.49,18.75,0.79,9.57,50.92,1.63,9.03,1.71,123.0,Moderate
Hyderabad,2018-03-28,53.11,113.07,3.09,40.84,24.05,17.08,0.75,9.65,51.24,1.38,6.57,1.85,116.0,Moderate
Hyderabad,2018-03-29,62.27,135.91,4.41,48.19,28.94,20.47,0.91,9.33,48.28,2.01,10.48,3.44,122.0,Moderate
Hyderabad,2018-03-30,54.62,114.81,2.56,40.32,23.3,20.25,0.81,7.54,45.56,1.5,7.9,2.26,120.0,Moderate
Hyderabad,2018-03-31,50.15,112.36,3.36,41.99,24.83,16.41,0.83,7.47,49.61,1.43,6.17,1.5,110.0,Moderate
Hyderabad,2018-04-01,43.05,89.8,3.18,31.47,19.08,17.57,0.63,5.79,48.2,0.94,4.01,1.15,103.0,Moderate
Hyderabad,2018-04-02,37.91,75.96,6.94,38.98,26.19,14.88,0.72,5.28,44.0,1.25,4.38,2.85,84.0,Satisfactory
Hyderabad,2018-04-03,51.35,97.31,4.2,40.96,24.93,16.65,0.78,5.64,41.0,1.65,6.65,5.55,99.0,Satisfactory
Hyderabad,2018-04-04,44.94,91.88,4.18,39.39,24.13,15.22,0.72,5.82,50.85,1.04,3.64,1.55,101.0,Moderate
Hyderabad,2018-04-05,41.51,86.82,4.05,36.55,22.52,14.68,0.67,4.72,43.49,1.33,4.0,1.59,92.0,Satisfactory
Hyderabad,2018-04-06,46.87,103.01,4.94,42.39,26.36,14.83,0.74,5.68,46.02,1.57,6.0,1.82,98.0,Satisfactory
Hyderabad,2018-04-07,35.9,79.03,7.78,50.76,32.78,22.05,0.76,9.13,49.0,1.28,5.57,3.99,93.0,Satisfactory
Hyderabad,2018-04-08,30.27,61.55,4.55,35.94,22.43,21.88,0.67,5.05,44.24,0.85,3.51,2.84,85.0,Satisfactory
Hyderabad,2018-04-09,40.26,91.86,9.17,41.16,28.67,22.13,0.71,6.94,47.22,1.24,4.05,1.46,95.0,Satisfactory
Hyderabad,2018-04-10,35.54,97.46,6.05,38.69,25.31,17.63,0.79,6.42,37.75,1.6,6.17,2.1,98.0,Satisfactory
Hyderabad,2018-04-11,27.63,72.09,5.0,31.01,20.42,16.36,0.68,6.12,31.17,1.19,5.38,1.18,88.0,Satisfactory
Hyderabad,2018-04-12,31.58,79.04,5.41,42.54,26.69,18.9,0.67,7.29,38.29,1.33,6.43,1.53,83.0,Satisfactory
Hyderabad,2018-04-13,25.24,66.21,4.14,33.9,21.17,14.74,0.56,5.19,38.8,1.08,4.83,1.26,83.0,Satisfactory
Hyderabad,2018-04-14,23.05,58.22,3.65,30.02,18.73,14.1,0.69,4.9,40.13,0.6,2.59,0.51,79.0,Satisfactory
Hyderabad,2018-04-15,29.71,63.54,4.63,31.86,20.46,14.46,0.83,5.47,27.82,0.86,4.73,0.89,73.0,Satisfactory
Hyderabad,2018-04-16,45.86,103.38,8.95,45.36,31.05,17.51,0.9,8.34,36.09,2.22,11.57,2.22,100.0,Satisfactory
Hyderabad,2018-04-17,34.29,90.45,4.8,38.79,23.94,13.38,0.72,5.64,41.82,1.18,5.52,1.31,99.0,Satisfactory
Hyderabad,2018-04-18,37.19,92.25,5.22,35.18,22.78,17.25,0.61,9.98,45.82,1.12,6.12,2.46,93.0,Satisfactory
Hyderabad,2018-04-19,43.52,118.3,11.25,44.05,32.35,14.75,0.77,10.51,39.18,1.57,7.6,2.38,108.0,Moderate
Hyderabad,2018-04-20,42.38,120.61,14.73,44.88,35.01,14.67,0.86,9.2,37.27,1.71,9.53,4.15,117.0,Moderate
Hyderabad,2018-04-21,49.14,139.55,14.17,51.13,38.23,19.44,0.9,10.1,31.15,2.21,15.4,4.97,122.0,Moderate
Hyderabad,2018-04-22,42.97,110.65,4.45,39.3,24.29,16.81,0.75,7.55,43.31,1.31,6.62,1.5,117.0,Moderate
Hyderabad,2018-04-23,33.12,80.06,2.99,28.02,17.0,15.06,0.56,6.52,49.31,0.62,2.71,0.45,90.0,Satisfactory
Hyderabad,2018-04-24,33.09,95.19,3.63,35.48,21.62,13.69,0.54,6.92,51.74,0.87,5.04,1.36,90.0,Satisfactory
Hyderabad,2018-04-25,35.61,86.24,2.81,29.59,17.69,15.82,0.6,6.07,53.56,0.72,2.68,0.71,104.0,Moderate
Hyderabad,2018-04-26,38.11,92.67,3.23,35.66,21.42,13.51,0.62,6.99,52.61,0.96,4.83,0.94,94.0,Satisfactory
Hyderabad,2018-04-27,39.78,99.47,3.35,35.85,21.56,13.68,0.68,7.12,52.49,1.35,7.38,1.44,101.0,Moderate
Hyderabad,2018-04-28,39.85,86.22,2.74,30.66,18.35,11.79,0.52,6.84,46.38,0.65,2.33,0.51,94.0,Satisfactory
Hyderabad,2018-04-29,43.44,95.6,3.02,30.99,18.74,12.35,0.59,7.72,49.28,0.89,7.07,0.76,102.0,Moderate
Hyderabad,2018-04-30,44.84,106.84,7.3,39.52,26.63,17.29,0.7,9.74,44.31,1.2,7.43,1.59,103.0,Moderate
Hyderabad,2018-05-01,43.83,133.09,2.21,32.08,20.1,15.39,0.57,7.94,45.47,1.47,7.29,1.32,116.0,Moderate
Hyderabad,2018-05-02,36.08,95.82,5.67,31.21,18.75,15.34,0.7,5.92,48.88,0.88,3.81,0.78,101.0,Moderate
Hyderabad,2018-05-03,31.39,86.12,3.83,27.73,16.39,14.98,0.56,5.45,48.87,0.79,3.8,0.51,98.0,Satisfactory
Hyderabad,2018-05-04,19.59,48.18,4.72,31.67,20.45,12.8,0.62,6.1,50.95,0.73,4.95,0.58,81.0,Satisfactory
Hyderabad,2018-05-05,28.81,68.37,2.77,30.11,18.07,11.83,0.6,5.94,51.31,0.6,4.04,0.37,74.0,Satisfactory
Hyderabad,2018-05-06,31.91,81.65,2.73,28.95,17.4,11.68,0.58,6.47,47.6,0.44,2.19,0.25,83.0,Satisfactory
Hyderabad,2018-05-07,33.68,93.43,2.68,28.72,17.24,12.24,0.58,6.91,51.78,0.68,3.61,0.66,93.0,Satisfactory
Hyderabad,2018-05-08,43.05,110.15,4.18,43.5,27.32,17.7,0.97,7.8,46.9,1.47,8.91,1.99,111.0,Moderate
Hyderabad,2018-05-09,44.32,101.87,3.44,37.73,22.67,15.48,0.67,6.11,43.87,1.09,6.34,0.93,112.0,Moderate
Hyderabad,2018-05-10,33.83,74.91,3.68,31.53,19.53,15.07,0.63,5.28,45.59,0.97,5.2,0.95,101.0,Moderate
Hyderabad,2018-05-11,32.76,80.97,2.6,31.48,18.67,13.05,0.66,6.44,50.78,1.14,5.51,1.18,95.0,Satisfactory
Hyderabad,2018-05-12,33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,0.61,3.26,0.95,96.0,Satisfactory
Hyderabad,2018-05-13,31.85,76.51,2.78,32.48,19.38,11.93,0.74,6.11,61.46,0.65,3.29,0.55,101.0,Moderate
Hyderabad,2018-05-14,29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,0.5,2.44,0.47,100.0,Satisfactory
Hyderabad,2018-05-15,24.49,46.54,2.67,24.04,14.76,12.94,0.68,4.84,51.51,0.53,2.9,0.49,87.0,Satisfactory
Hyderabad,2018-05-16,41.89,90.88,1.84,33.42,21.61,12.94,0.78,8.26,48.44,0.86,3.35,0.76,85.0,Satisfactory
Hyderabad,2018-05-17,43.47,103.29,5.47,41.31,26.17,16.08,0.9,9.18,39.03,1.0,5.56,0.82,106.0,Moderate
Hyderabad,2018-05-18,37.31,88.67,4.13,35.51,21.97,17.26,0.62,6.93,45.12,0.76,5.38,0.88,89.0,Satisfactory
Hyderabad,2018-05-19,47.42,136.63,4.4,37.25,23.1,19.61,0.69,8.04,46.38,1.16,6.38,1.58,103.0,Moderate
Hyderabad,2018-05-20,38.59,106.87,2.41,29.22,17.35,12.49,0.62,6.25,62.1,0.83,3.35,0.62,117.0,Moderate
Hyderabad,2018-05-21,48.33,137.04,1.95,32.24,18.72,14.11,0.91,6.97,59.66,1.05,3.85,0.63,132.0,Moderate
Hyderabad,2018-05-22,42.68,108.84,1.61,27.06,15.7,13.64,0.69,7.04,56.37,0.87,4.3,0.44,120.0,Moderate
Hyderabad,2018-05-23,47.5,122.16,2.07,33.71,19.55,14.03,0.83,6.22,52.86,1.31,6.64,1.57,110.0,Moderate
Hyderabad,2018-05-24,36.41,93.09,4.43,32.39,20.82,13.99,0.78,6.42,47.17,1.01,4.99,1.7,104.0,Moderate
Hyderabad,2018-05-25,42.17,108.46,2.82,31.54,18.88,13.05,0.76,6.99,55.12,1.22,6.48,2.17,119.0,Moderate
Hyderabad,2018-05-26,23.65,67.93,4.09,25.79,16.85,11.4,0.69,4.39,36.5,0.68,3.84,0.53,91.0,Satisfactory
Hyderabad,2018-05-27,26.11,69.28,3.38,26.65,16.54,12.52,0.78,6.26,49.07,1.04,8.83,0.69,83.0,Satisfactory
Hyderabad,2018-05-28,31.17,76.56,2.96,25.45,15.75,10.77,0.72,5.77,45.6,1.11,5.24,0.72,87.0,Satisfactory
Hyderabad,2018-05-29,34.68,91.62,3.27,28.48,17.59,12.87,0.64,6.41,46.07,1.06,7.43,1.54,84.0,Satisfactory
Hyderabad,2018-05-30,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89.0,Satisfactory
Hyderabad,2018-05-31,32.57,83.68,2.85,25.25,15.51,13.47,0.83,5.81,45.54,0.66,3.49,0.58,93.0,Satisfactory
Hyderabad,2018-06-01,37.26,77.09,2.92,31.53,18.61,18.36,0.64,6.76,52.89,1.24,6.75,2.16,110.0,Moderate
Hyderabad,2018-06-02,36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,1.26,8.55,1.79,82.0,Satisfactory
Hyderabad,2018-06-03,34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,0.62,4.88,0.5,83.0,Satisfactory
Hyderabad,2018-06-04,30.95,64.8,5.15,26.22,19.01,17.29,0.56,7.1,57.7,0.74,4.88,1.23,89.0,Satisfactory
Hyderabad,2018-06-05,31.51,67.42,3.15,30.16,18.39,14.27,0.62,7.18,48.4,0.86,5.9,1.45,83.0,Satisfactory
Hyderabad,2018-06-06,31.33,62.83,2.43,29.59,17.68,18.13,0.64,7.06,47.76,1.04,6.2,1.45,84.0,Satisfactory
Hyderabad,2018-06-07,19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,0.42,2.39,0.71,69.0,Satisfactory
Hyderabad,2018-06-08,19.43,33.87,2.41,22.16,13.55,13.75,0.71,6.1,40.15,0.44,2.7,1.78,68.0,Satisfactory
Hyderabad,2018-06-09,20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,0.38,2.65,1.62,64.0,Satisfactory
Hyderabad,2018-06-10,16.49,32.8,3.39,20.62,13.49,15.21,0.64,7.35,22.52,0.27,2.27,0.6,52.0,Satisfactory
Hyderabad,2018-06-11,22.31,55.94,4.49,23.24,15.72,17.96,0.66,8.45,18.82,0.78,4.08,0.7,53.0,Satisfactory
Hyderabad,2018-06-12,29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,0.9,6.5,1.45,70.0,Satisfactory
Hyderabad,2018-06-13,30.85,89.47,2.88,21.31,13.57,18.8,0.6,7.58,19.6,0.46,3.3,0.73,84.0,Satisfactory
Hyderabad,2018-06-14,34.44,92.58,3.06,23.31,14.67,18.51,0.54,8.26,17.53,0.38,3.75,0.5,86.0,Satisfactory
